customer_id,invoice_id,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_overdue,previous_payments,previous_late_payments,average_payment_delay,payment_failures,communication_count,last_contact_days,discount_used,recovered,customer_segment,customer_lifetime_value,payment_delay,invoice_age,late_payment_ratio,payment_reliability_score,overdue_revenue,recovery_opportunity,overdue_severity,invoice_value_category,payment_behavior_score,communication_effectiveness,customer_value_score,overdue_risk_score,recovery_potential_score,expected_recovery_baseline,recovery_priority_score
CUST1153,INV002522,15372.07,2025-07-08,2025-09-06,,Overdue,362,26,5,0,1,7,83,0,0,Mid-Market,4495975,362.0,422,0.19230769230769232,80.77,15372.07,15372.07,Critical,Small,88.38,0.077,89.92,59.77,51.97,7988.86,36908.53
CUST0410,INV002523,100770.5,2025-04-30,2025-06-29,,Overdue,431,15,2,24,1,2,38,0,0,SMB,520529,431.0,491,0.13333333333333333,86.67,100770.5,100770.5,Critical,Medium,76.94,0.049,10.41,58.0,54.68,55101.31,292587.96
CUST1446,INV002524,77789.45,2025-04-15,2025-04-30,,Overdue,491,18,2,19,1,5,48,0,0,SMB,2486831,491.0,506,0.1111111111111111,88.89,77789.45,77789.45,Critical,Medium,81.04,0.093,49.74,57.33,56.79,44176.63,261083.88
CUST1318,INV002525,6391.0,2025-02-10,2025-03-27,,Overdue,525,29,12,0,1,2,67,1,0,Mid-Market,4538155,525.0,570,0.41379310344827586,58.62,6391.0,6391.0,Critical,Small,77.31,0.029,90.76,66.41,38.72,2474.6,15466.25
CUST1270,INV002526,12928.72,2025-11-17,2025-12-17,,Overdue,260,6,3,12,1,4,22,0,0,SMB,4101889,260.0,290,0.5,50.0,12928.72,12928.72,Critical,Small,65.8,0.148,82.04,69.0,36.31,4694.42,16899.91
CUST1725,INV002527,51534.37,2025-12-01,2025-12-31,2026-01-11,Paid,0,4,1,10,1,6,22,0,1,Mid-Market,4300167,11.0,276,0.25,75.0,0.0,0.0,Current,Medium,79.5,0.207,86.0,11.5,68.86,35486.57,35486.57
CUST1580,INV002528,40212.62,2025-06-09,2025-07-09,2025-07-18,Paid,0,4,1,15,1,3,62,1,1,Mid-Market,2632985,9.0,451,0.25,75.0,0.0,0.0,Current,Small,76.5,0.045,52.66,11.5,65.62,26387.52,26387.52
CUST0086,INV002529,21131.96,2025-09-21,2025-10-21,,Overdue,317,13,5,21,0,7,87,0,0,SMB,2815331,317.0,347,0.38461538461538464,61.54,21131.96,21131.96,Critical,Small,68.17,0.074,56.31,61.54,42.63,9008.55,37565.65
CUST0556,INV002530,7061.41,2026-06-14,2026-07-14,,Overdue,51,9,3,37,0,6,1,0,0,SMB,959245,51.0,81,0.3333333333333333,66.67,7061.41,7061.41,Moderate,Small,61.14,0.75,19.18,31.25,69.06,4876.61,7363.68
CUST1866,INV002531,11130.67,2026-04-22,2026-05-22,,Overdue,104,10,3,9,3,2,86,0,1,Enterprise,3427932,104.0,134,0.3,70.0,11130.67,11130.67,Critical,Small,73.6,0.022,68.56,64.33,44.42,4944.24,10086.25
CUST1399,INV002532,13137.58,2025-12-18,2026-01-17,,Overdue,229,14,5,32,0,4,63,0,0,Mid-Market,4234238,229.0,259,0.35714285714285715,64.29,13137.58,13137.58,Critical,Small,62.94,0.059,84.69,60.71,43.86,5762.14,18957.44
CUST1470,INV002533,29056.41,2026-06-29,2026-07-14,,Overdue,51,28,7,3,0,3,80,0,0,Mid-Market,1912205,51.0,66,0.25,75.0,29056.41,29056.41,Moderate,Small,85.7,0.036,38.24,28.75,59.41,17262.41,26066.24
CUST0378,INV002534,121021.94,2025-07-29,2025-08-28,2025-09-03,Paid,0,8,5,11,1,0,42,0,1,SMB,3854409,6.0,401,0.625,37.5,0.0,0.0,Current,Medium,60.15,0.0,77.09,22.75,43.91,53140.73,53140.73
CUST1414,INV002535,11082.47,2026-05-11,2026-06-10,,Overdue,85,3,1,7,0,5,67,1,0,SMB,4768784,85.0,115,0.3333333333333333,66.67,11082.47,11082.47,Severe,Small,79.14,0.068,95.38,45.42,50.46,5592.21,10345.59
CUST1681,INV002536,7894.84,2026-01-17,2026-03-03,,Overdue,184,9,3,8,0,4,2,0,0,SMB,4765700,184.0,229,0.3333333333333333,66.67,7894.84,7894.84,Critical,Small,78.54,0.571,95.31,60.0,55.42,4375.32,12425.91
CUST1075,INV002537,19759.97,2026-04-26,2026-05-26,,Overdue,100,29,5,14,2,6,61,1,1,Enterprise,4026974,100.0,130,0.1724137931034483,82.76,19759.97,19759.97,Critical,Small,78.98,0.088,80.54,54.84,54.81,10830.44,21660.88
CUST0242,INV002538,61804.97,2025-01-05,2025-03-06,,Overdue,546,1,1,20,1,7,61,1,0,Enterprise,513001,546.0,606,1.0,0.0,61804.97,61804.97,Critical,Medium,36.0,0.101,10.26,84.0,7.62,4709.54,30423.63
CUST1318,INV002539,5182.88,2025-02-03,2025-03-05,,Overdue,547,15,1,16,0,7,10,1,0,Mid-Market,4538155,547.0,577,0.06666666666666667,93.33,5182.88,5182.88,Critical,Small,87.06,0.389,90.76,52.0,66.58,3450.76,22326.42
CUST0920,INV002540,94243.22,2025-05-25,2025-06-09,2025-06-23,Paid,0,15,8,20,2,2,36,0,1,SMB,4924196,14.0,466,0.5333333333333333,46.67,0.0,0.0,Current,Medium,57.34,0.051,98.48,24.0,48.62,45821.05,45821.05
CUST1587,INV002541,18545.24,2025-12-17,2026-01-16,2026-02-07,Paid,0,28,10,19,0,3,57,0,1,Mid-Market,4567562,22.0,260,0.35714285714285715,64.29,0.0,0.0,Current,Small,70.74,0.049,91.35,10.71,61.16,11342.27,11342.27
CUST0266,INV002542,10569.0,2026-08-06,2026-09-20,,Overdue,0,7,3,15,0,4,16,0,1,Mid-Market,2735747,0.0,28,0.42857142857142855,57.14,10569.0,0.0,Current,Small,69.57,0.19,54.72,12.86,60.01,6342.46,6342.46
CUST1144,INV002543,5000.0,2026-04-10,2026-05-10,,Overdue,116,15,4,11,1,7,13,0,0,Mid-Market,4728083,116.0,146,0.26666666666666666,73.33,5000.0,5000.0,Critical,Small,78.06,0.333,94.56,60.33,53.54,2677.0,5782.32
CUST0712,INV002544,44646.03,2025-12-14,2026-01-28,,Overdue,218,7,2,6,1,1,34,0,0,Mid-Market,2191912,218.0,263,0.2857142857142857,71.43,44646.03,44646.03,Critical,Small,80.12,0.028,43.84,62.57,45.8,20447.88,65024.26
CUST1941,INV002545,18561.2,2025-05-05,2025-06-04,,Overdue,456,13,8,7,1,6,22,1,0,SMB,3547831,456.0,486,0.6153846153846154,38.46,18561.2,18561.2,Critical,Small,63.03,0.207,70.96,72.46,31.09,5770.68,32084.98
CUST1272,INV002546,26126.5,2025-09-28,2025-10-28,,Overdue,310,12,6,26,1,6,19,0,0,Enterprise,2200205,310.0,340,0.5,50.0,26126.5,26126.5,Critical,Small,57.4,0.231,44.0,69.0,37.97,9920.23,40672.94
CUST0070,INV002547,8948.03,2025-12-23,2026-02-06,,Overdue,209,18,6,7,0,6,18,0,0,Enterprise,1706321,209.0,254,0.3333333333333333,66.67,8948.03,8948.03,Critical,Small,79.14,0.24,34.13,60.0,48.8,4366.64,13492.92
CUST1877,INV002548,16008.96,2026-06-11,2026-07-11,2026-08-05,Paid,0,7,0,18,1,5,48,0,1,Mid-Market,1570180,25.0,84,0.0,100.0,0.0,0.0,Current,Small,87.2,0.093,31.4,4.0,80.46,12880.81,12880.81
CUST0057,INV002549,13540.21,2026-05-13,2026-06-12,2026-07-14,Paid,0,7,1,27,0,7,10,0,1,SMB,2953030,32.0,113,0.14285714285714285,85.71,0.0,0.0,Current,Small,76.66,0.389,59.06,4.29,79.85,10811.86,10811.86
CUST1406,INV002550,19918.55,2025-06-02,2025-07-02,,Overdue,428,15,6,17,1,4,83,0,0,SMB,120463,428.0,458,0.4,60.0,19918.55,19918.55,Critical,Small,67.8,0.045,2.41,66.0,39.8,7927.58,41857.62
CUST0039,INV002551,11276.18,2025-02-22,2025-03-24,,Overdue,528,9,3,15,0,2,27,1,0,Mid-Market,1913236,528.0,558,0.3333333333333333,66.67,11276.18,11276.18,Critical,Small,74.34,0.067,38.26,60.0,45.34,5112.62,32107.25
CUST0801,INV002552,5000.0,2025-05-29,2025-06-28,,Overdue,432,6,0,29,1,6,14,0,0,Mid-Market,1509700,432.0,462,0.0,100.0,5000.0,5000.0,Critical,Small,80.6,0.286,30.19,54.0,66.82,3341.0,17774.12
CUST1467,INV002553,337223.01,2026-05-18,2026-06-02,2026-06-18,Paid,0,26,6,14,0,3,12,0,1,Enterprise,3138589,16.0,108,0.23076923076923078,76.92,0.0,0.0,Current,Large,80.06,0.188,62.77,6.92,70.95,239259.73,239259.73
CUST1042,INV002554,5634.12,2026-03-26,2026-05-25,,Overdue,101,27,2,8,0,0,76,0,0,Mid-Market,1691232,101.0,161,0.07407407407407407,92.59,5634.12,5634.12,Critical,Small,91.5,0.0,33.82,44.31,61.16,3445.83,6926.12
CUST1976,INV002555,26408.97,2025-08-07,2025-09-21,,Overdue,347,26,9,29,0,5,86,0,0,Enterprise,3347154,347.0,392,0.34615384615384615,65.38,26408.97,26408.97,Critical,Small,65.29,0.054,66.94,60.38,44.37,11717.66,52377.94
CUST0732,INV002556,5000.0,2025-10-04,2025-11-03,2025-11-17,Paid,0,9,3,8,1,0,9,0,1,Mid-Market,2565967,14.0,334,0.3333333333333333,66.67,0.0,0.0,Current,Small,76.54,0.0,51.32,14.0,60.1,3005.0,3005.0
CUST0825,INV002557,5000.0,2026-03-28,2026-04-27,,Overdue,129,19,4,13,2,4,35,0,0,Mid-Market,4872139,129.0,159,0.21052631578947367,78.95,5000.0,5000.0,Critical,Small,77.68,0.1,97.44,64.32,50.02,2501.0,5727.29
CUST0756,INV002558,24290.16,2026-03-04,2026-03-19,,Overdue,168,24,7,7,1,1,14,1,0,Mid-Market,3350354,168.0,183,0.2916666666666667,70.83,24290.16,24290.16,Critical,Small,79.22,0.062,67.01,62.75,46.15,11209.91,30042.56
CUST0352,INV002559,26222.36,2025-03-24,2025-05-08,2025-05-09,Paid,0,20,8,0,1,0,24,0,1,Enterprise,4510276,1.0,528,0.4,60.0,0.0,0.0,Current,Small,78.0,0.0,90.21,16.0,56.4,14789.41,14789.41
CUST1996,INV002560,77769.06,2025-08-06,2025-09-05,2025-09-07,Paid,0,16,3,0,1,1,67,0,1,Mid-Market,942015,2.0,393,0.1875,81.25,0.0,0.0,Current,Medium,88.62,0.014,18.84,9.62,68.48,53256.25,53256.25
CUST1840,INV002561,32844.74,2026-06-11,2026-07-11,2026-07-11,Paid,0,16,3,1,1,4,46,0,1,SMB,1191452,0.0,84,0.1875,81.25,0.0,0.0,Current,Small,88.02,0.078,23.83,9.62,69.76,22912.49,22912.49
CUST1322,INV002562,18961.94,2026-02-08,2026-03-10,2026-03-19,Paid,0,27,7,12,0,3,26,0,1,SMB,2515912,9.0,207,0.25925925925925924,74.07,0.0,0.0,Current,Small,79.83,0.1,50.32,7.78,67.61,12820.17,12820.17
CUST0283,INV002563,8521.94,2025-10-17,2025-11-16,2025-11-30,Paid,0,1,0,14,0,5,46,0,1,SMB,3675654,14.0,321,0.0,100.0,0.0,0.0,Current,Small,91.6,0.096,73.51,0.0,81.92,6981.17,6981.17
CUST1610,INV002564,98618.29,2026-02-24,2026-04-10,,Overdue,146,23,11,16,4,3,71,0,0,Mid-Market,3790030,146.0,191,0.4782608695652174,52.17,98618.29,98618.29,Critical,Medium,58.48,0.04,75.8,80.35,31.15,30719.6,75570.22
CUST0110,INV002565,55762.19,2025-12-05,2026-01-04,2026-01-17,Paid,0,13,2,5,2,0,29,1,1,SMB,1324634,13.0,272,0.15384615384615385,84.62,0.0,0.0,Current,Medium,85.31,0.0,26.49,12.62,68.66,38286.32,38286.32
CUST1017,INV002566,6333.89,2026-02-23,2026-04-24,,Overdue,132,19,4,5,0,0,5,0,0,SMB,258859,132.0,192,0.21052631578947367,78.95,6333.89,6333.89,Critical,Small,86.48,0.0,5.18,56.32,50.82,3218.88,7467.8
CUST1204,INV002567,22878.75,2025-07-26,2025-08-25,2025-10-15,Paid,0,4,1,44,0,0,30,0,1,SMB,330833,51.0,404,0.25,75.0,0.0,0.0,Current,Small,61.1,0.0,6.62,7.5,66.12,15127.43,15127.43
CUST1962,INV002568,25439.34,2025-09-22,2025-10-22,2025-10-29,Paid,0,19,6,5,0,7,12,0,1,SMB,3992863,7.0,346,0.3157894736842105,68.42,0.0,0.0,Current,Small,81.21,0.35,79.86,9.47,69.47,17672.71,17672.71
CUST0544,INV002569,15589.4,2025-02-05,2025-03-07,,Overdue,545,22,8,17,0,7,89,0,1,Mid-Market,2982235,545.0,575,0.36363636363636365,63.64,15589.4,15589.4,Critical,Small,71.62,0.072,59.64,60.91,43.76,6821.92,44001.38
CUST1770,INV002570,47660.13,2026-01-08,2026-02-07,,Overdue,208,10,1,23,1,0,61,1,0,SMB,219934,208.0,238,0.1,90.0,47660.13,47660.13,Critical,Small,79.2,0.0,4.4,57.0,55.55,26475.2,81543.62
CUST1818,INV002571,50601.33,2026-05-03,2026-06-02,2026-06-17,Paid,0,13,4,17,1,4,14,1,1,Mid-Market,1866760,15.0,123,0.3076923076923077,69.23,0.0,0.0,Current,Medium,72.42,0.211,37.34,13.23,65.74,33265.31,33265.31
CUST0025,INV002572,18206.14,2025-09-16,2025-10-16,2025-10-20,Paid,0,1,1,9,1,1,31,0,1,SMB,2009310,4.0,352,1.0,0.0,0.0,0.0,Current,Small,42.6,0.03,40.19,34.0,23.7,4314.86,4314.86
CUST0843,INV002573,16632.78,2026-06-15,2026-07-15,2026-07-18,Paid,0,13,1,1,1,6,43,0,1,SMB,3686562,3.0,80,0.07692307692307693,92.31,0.0,0.0,Current,Small,93.56,0.12,73.73,6.31,76.73,12762.33,12762.33
CUST0791,INV002574,98613.01,2025-01-23,2025-03-09,2025-03-23,Paid,0,10,3,0,0,5,76,1,1,SMB,2879915,14.0,588,0.3,70.0,0.0,0.0,Current,Medium,85.0,0.061,57.6,9.0,64.57,63674.42,63674.42
CUST0738,INV002575,55984.99,2025-04-14,2025-05-14,,Overdue,477,15,2,8,1,6,62,0,0,Mid-Market,2149409,477.0,507,0.13333333333333333,86.67,55984.99,55984.99,Critical,Medium,86.54,0.087,42.99,58.0,55.44,31038.08,179089.72
CUST0057,INV002576,23679.39,2025-08-29,2025-09-28,,Overdue,340,29,7,11,2,2,52,0,0,SMB,2953030,340.0,370,0.2413793103448276,75.86,23679.39,23679.39,Critical,Small,77.33,0.036,59.06,65.24,47.02,11134.05,48989.82
CUST0180,INV002577,5000.0,2025-09-10,2025-11-09,2025-11-17,Paid,0,15,2,12,1,4,67,0,1,SMB,895474,8.0,358,0.13333333333333333,86.67,0.0,0.0,Current,Small,84.14,0.056,17.91,8.0,72.32,3616.0,3616.0
CUST0232,INV002578,31070.07,2025-05-22,2025-06-21,,Overdue,439,7,2,5,1,7,89,1,0,Mid-Market,4720817,439.0,469,0.2857142857142857,71.43,31070.07,31070.07,Critical,Small,80.72,0.072,94.42,62.57,46.68,14503.51,78173.92
CUST1918,INV002579,44270.93,2026-03-27,2026-05-11,,Overdue,115,26,6,7,2,0,45,0,0,Mid-Market,4515669,115.0,160,0.23076923076923078,76.92,44270.93,44270.93,Critical,Small,80.26,0.0,90.31,62.84,47.62,21081.82,45325.91
CUST0343,INV002580,5000.0,2025-11-03,2025-12-18,2026-01-11,Paid,0,14,4,26,0,0,23,0,1,SMB,919807,24.0,304,0.2857142857142857,71.43,0.0,0.0,Current,Small,70.12,0.0,18.4,8.57,64.14,3207.0,3207.0
CUST0477,INV002581,28335.46,2026-05-15,2026-06-14,2026-06-20,Paid,0,8,2,2,1,5,5,1,1,SMB,3928450,6.0,111,0.25,75.0,0.0,0.0,Current,Small,84.3,0.455,78.57,11.5,73.82,20917.24,20917.24
CUST1823,INV002582,14520.37,2025-01-08,2025-02-07,,Overdue,573,19,6,5,0,6,58,1,0,Mid-Market,4687370,573.0,603,0.3157894736842105,68.42,14520.37,14520.37,Critical,Small,81.21,0.092,93.75,59.47,46.81,6796.99,45743.74
CUST0576,INV002583,17661.56,2025-03-10,2025-04-24,2025-05-02,Paid,0,25,9,0,1,5,40,0,1,Enterprise,2851445,8.0,542,0.36,64.0,0.0,0.0,Current,Small,80.0,0.109,57.03,14.8,60.8,10738.23,10738.23
CUST0455,INV002584,8889.44,2026-07-29,2026-09-12,,Overdue,0,18,3,41,0,0,12,0,1,SMB,749539,0.0,36,0.16666666666666666,83.33,8889.44,0.0,Current,Small,67.06,0.0,14.99,5.0,70.75,6289.28,6289.28
CUST1256,INV002585,18992.71,2025-03-09,2025-03-24,2025-03-27,Paid,0,15,4,0,0,2,17,0,1,SMB,3286904,3.0,543,0.26666666666666666,73.33,0.0,0.0,Current,Small,86.66,0.1,65.74,8.0,67.2,12763.1,12763.1
CUST0289,INV002586,88609.25,2026-02-12,2026-03-14,2026-03-21,Paid,0,26,7,8,2,5,15,1,1,SMB,472381,7.0,203,0.2692307692307692,73.08,0.0,0.0,Current,Medium,77.74,0.238,9.45,16.08,67.02,59385.92,59385.92
CUST1237,INV002587,14095.37,2026-06-02,2026-07-02,,Overdue,63,27,6,30,0,5,43,1,0,Enterprise,2787946,63.0,93,0.2222222222222222,77.78,14095.37,14095.37,Severe,Small,70.89,0.102,55.76,32.92,60.52,8530.52,13904.75
CUST0258,INV002588,57847.97,2025-04-29,2025-06-13,,Overdue,447,26,6,26,0,1,67,0,0,Mid-Market,1439330,447.0,492,0.23076923076923078,76.92,57847.97,57847.97,Critical,Medium,72.86,0.014,28.79,56.92,49.97,28906.63,158119.27
CUST0530,INV002589,9834.67,2025-01-31,2025-03-02,,Overdue,550,9,0,15,1,0,75,0,0,Enterprise,1755243,550.0,580,0.0,100.0,9834.67,9834.67,Critical,Small,89.0,0.0,35.1,54.0,61.1,6008.98,39058.37
CUST0687,INV002590,47040.12,2026-06-02,2026-08-01,2026-08-14,Paid,0,12,3,17,3,3,14,0,1,Mid-Market,864422,13.0,93,0.25,75.0,0.0,0.0,Current,Small,71.3,0.167,17.29,19.5,65.26,30698.38,30698.38
CUST0929,INV002591,22062.97,2026-04-28,2026-06-27,,Overdue,68,21,4,1,0,7,59,1,1,Mid-Market,1444316,68.0,128,0.19047619047619047,80.95,22062.97,22062.97,Severe,Small,89.88,0.104,28.89,34.05,61.59,13588.58,22828.81
CUST0229,INV002592,31320.4,2025-07-26,2025-09-09,2025-09-15,Paid,0,22,8,0,0,0,81,1,1,Enterprise,3530826,6.0,404,0.36363636363636365,63.64,0.0,0.0,Current,Small,81.82,0.0,70.62,10.91,59.82,18735.86,18735.86
CUST1250,INV002593,22184.59,2026-08-02,2026-09-16,,Overdue,0,14,3,5,0,2,35,0,1,Mid-Market,3850986,0.0,32,0.21428571428571427,78.57,22184.59,0.0,Current,Small,86.28,0.053,77.02,6.43,69.17,15345.08,15345.08
CUST0596,INV002594,41840.72,2026-01-22,2026-02-21,2026-02-22,Paid,0,2,0,7,1,2,30,0,1,SMB,2231913,1.0,224,0.0,100.0,0.0,0.0,Current,Small,93.8,0.061,44.64,4.0,79.82,33397.26,33397.26
CUST1827,INV002595,5000.0,2026-02-16,2026-03-03,,Overdue,184,5,1,17,1,2,69,0,0,SMB,4364366,184.0,199,0.2,80.0,5000.0,5000.0,Critical,Small,77.8,0.028,87.29,60.0,50.56,2528.0,7179.52
CUST0435,INV002596,5325.04,2026-01-05,2026-02-04,,Overdue,211,22,7,11,1,5,13,0,0,SMB,3935250,211.0,241,0.3181818181818182,68.18,5325.04,5325.04,Critical,Small,75.49,0.263,78.71,63.55,48.7,2593.29,8065.13
CUST0882,INV002597,33425.71,2025-12-19,2026-01-18,2026-02-03,Paid,0,5,1,29,3,2,21,0,1,Mid-Market,3660954,16.0,258,0.2,80.0,0.0,0.0,Current,Small,66.6,0.083,73.22,18.0,66.36,22181.3,22181.3
CUST1021,INV002598,5000.0,2025-12-02,2026-01-01,,Overdue,245,14,5,15,2,4,38,0,0,Mid-Market,3289254,245.0,275,0.35714285714285715,64.29,5000.0,5000.0,Critical,Small,69.15,0.093,65.79,68.71,41.74,2087.0,7200.15
CUST1782,INV002599,12957.37,2025-10-16,2025-11-30,2025-12-08,Paid,0,4,1,0,4,7,56,0,1,Enterprise,3309819,8.0,322,0.25,75.0,0.0,0.0,Current,Small,79.5,0.109,66.2,23.5,62.7,8124.27,8124.27
CUST0402,INV002600,20861.47,2025-05-20,2025-06-19,,Overdue,441,24,7,0,0,0,70,0,0,Enterprise,4500252,441.0,471,0.2916666666666667,70.83,20861.47,20861.47,Critical,Small,85.42,0.0,90.01,58.75,46.31,9660.95,52265.74
CUST0622,INV002601,9622.5,2025-10-27,2025-12-11,2025-12-23,Paid,0,2,0,8,0,3,68,0,1,SMB,268401,12.0,311,0.0,100.0,0.0,0.0,Current,Small,95.2,0.042,5.37,0.0,80.84,7778.83,7778.83
CUST1790,INV002602,11030.71,2025-01-13,2025-02-12,2025-02-12,Paid,0,1,0,5,1,4,82,0,1,Mid-Market,3764755,0.0,598,0.0,100.0,0.0,0.0,Current,Small,95.0,0.046,75.3,4.0,79.52,8771.62,8771.62
CUST0088,INV002603,28899.58,2026-03-04,2026-04-03,,Overdue,153,2,1,12,1,5,24,0,0,Mid-Market,2680723,153.0,183,0.5,50.0,28899.58,28899.58,Critical,Small,65.8,0.167,53.61,69.0,36.69,10603.26,26826.25
CUST0584,INV002604,60433.26,2026-02-04,2026-03-06,,Overdue,181,13,3,20,2,7,73,1,0,SMB,1256751,181.0,211,0.23076923076923078,76.92,60433.26,60433.26,Critical,Medium,72.46,0.086,25.14,64.92,48.61,29376.61,82548.27
CUST1917,INV002605,8446.86,2025-04-19,2025-06-18,,Overdue,442,27,6,18,1,7,27,1,0,Enterprise,631904,442.0,502,0.2222222222222222,77.78,8446.86,8446.86,Critical,Small,76.09,0.2,12.64,60.67,52.77,4457.41,24159.16
CUST1566,INV002606,12393.68,2026-04-30,2026-06-14,2026-06-18,Paid,0,20,5,1,1,5,8,0,1,SMB,4866129,4.0,126,0.25,75.0,0.0,0.0,Current,Small,84.9,0.357,97.32,11.5,71.86,8906.1,8906.1
CUST1708,INV002607,10601.38,2025-12-22,2026-01-21,,Overdue,225,17,8,24,0,1,77,0,0,SMB,2637551,225.0,255,0.47058823529411764,52.94,10601.38,10601.38,Critical,Small,62.07,0.013,52.75,64.12,36.64,3884.35,12624.14
CUST0309,INV002608,5000.0,2025-05-29,2025-06-28,,Overdue,432,25,4,9,0,4,64,1,0,Mid-Market,4224482,432.0,462,0.16,84.0,5000.0,5000.0,Critical,Small,86.6,0.058,84.49,54.8,54.78,2739.0,14571.48
CUST0906,INV002609,25379.87,2025-11-03,2026-01-02,,Overdue,244,13,2,12,0,0,57,0,0,Enterprise,976215,244.0,304,0.15384615384615385,84.62,25379.87,25379.87,Critical,Small,85.11,0.0,19.52,54.62,53.96,13694.98,47110.73
CUST0343,INV002610,56090.28,2026-06-17,2026-07-17,2026-07-17,Paid,0,17,5,3,2,4,5,0,1,SMB,919807,0.0,78,0.29411764705882354,70.59,0.0,0.0,Current,Medium,79.5,0.4,18.4,16.82,68.88,38634.98,38634.98
CUST0436,INV002611,60878.98,2025-03-01,2025-03-31,2025-04-09,Paid,0,5,2,16,1,2,19,0,1,Mid-Market,653291,9.0,551,0.4,60.0,0.0,0.0,Current,Medium,68.4,0.091,13.07,16.0,58.22,35443.74,35443.74
CUST0177,INV002612,9220.95,2026-03-11,2026-04-10,,Overdue,146,24,7,16,2,7,52,0,0,Mid-Market,4673636,146.0,176,0.2916666666666667,70.83,9220.95,9220.95,Critical,Small,71.82,0.117,93.47,66.75,45.85,4227.81,10400.41
CUST0139,INV002613,6299.98,2025-01-21,2025-02-20,,Overdue,560,25,7,27,0,6,78,0,0,SMB,3787859,560.0,590,0.28,72.0,6299.98,6299.98,Critical,Small,69.8,0.071,75.76,58.4,48.38,3047.93,20116.34
CUST0194,INV002614,22507.54,2026-01-17,2026-02-16,2026-02-23,Paid,0,25,7,6,1,4,45,1,1,Mid-Market,3807985,7.0,229,0.28,72.0,0.0,0.0,Current,Small,80.4,0.08,76.16,12.4,64.66,14553.38,14553.38
CUST1210,INV002615,50477.03,2025-09-02,2025-09-17,,Overdue,351,8,1,13,1,5,37,0,1,Enterprise,884874,351.0,366,0.125,87.5,50477.03,50477.03,Critical,Medium,83.95,0.116,17.7,57.75,56.48,28509.43,128577.53
CUST1242,INV002616,25715.53,2025-03-14,2025-04-13,,Overdue,508,22,7,16,0,7,15,1,0,Mid-Market,2138062,508.0,538,0.3181818181818182,68.18,25715.53,25715.53,Critical,Small,74.49,0.304,42.76,59.55,50.92,13094.35,79613.65
CUST1188,INV002617,29416.31,2026-03-25,2026-04-09,,Overdue,147,22,1,15,0,6,58,0,0,SMB,4306146,147.0,162,0.045454545454545456,95.45,29416.31,29416.31,Critical,Small,88.72,0.092,86.12,51.36,61.82,18185.16,44917.35
CUST1185,INV002618,68997.87,2025-03-17,2025-04-16,2025-05-06,Paid,0,29,7,25,1,2,27,0,1,SMB,3001720,20.0,535,0.2413793103448276,75.86,0.0,0.0,Current,Medium,70.93,0.067,60.03,11.24,66.54,45911.18,45911.18
CUST0943,INV002619,10518.21,2026-08-13,2026-09-12,,Overdue,0,12,2,4,2,4,81,0,0,Mid-Market,4133290,0.0,21,0.16666666666666666,83.33,10518.21,0.0,Current,Small,85.26,0.047,82.67,13.0,68.89,7245.99,7245.99
CUST0525,INV002620,17677.18,2026-01-25,2026-02-24,,Overdue,191,9,1,17,1,1,8,1,0,Mid-Market,4422216,191.0,221,0.1111111111111111,88.89,17677.18,17677.18,Critical,Small,82.24,0.1,88.44,57.33,56.94,10065.39,29290.28
CUST1832,INV002621,112939.27,2026-07-31,2026-08-15,,Overdue,19,18,4,18,0,0,48,0,0,Mid-Market,4451913,19.0,34,0.2222222222222222,77.78,112939.27,112939.27,Mild,Medium,78.09,0.0,89.04,14.58,64.9,73297.59,87224.13
CUST1625,INV002622,18091.34,2025-12-08,2026-01-07,,Overdue,239,16,5,8,0,0,26,0,0,SMB,1167374,239.0,269,0.3125,68.75,18091.34,18091.34,Critical,Small,79.58,0.0,23.35,59.38,45.15,8168.24,27690.33
CUST1860,INV002623,6202.22,2025-10-17,2025-11-16,,Overdue,291,19,5,14,0,5,78,1,0,Mid-Market,2879045,291.0,321,0.2631578947368421,73.68,6202.22,6202.22,Critical,Small,78.44,0.06,57.58,57.89,49.09,3044.67,11904.66
CUST1066,INV002624,11278.39,2026-07-22,2026-08-21,,Overdue,13,22,8,14,0,4,9,0,0,Mid-Market,92291,13.0,43,0.36363636363636365,63.64,11278.39,11278.39,Mild,Small,73.42,0.286,1.85,16.33,63.64,7177.57,8110.65
CUST0915,INV002625,8619.83,2025-11-27,2025-12-27,,Overdue,250,8,2,17,0,2,76,0,0,Mid-Market,1700824,250.0,280,0.25,75.0,8619.83,8619.83,Critical,Small,77.3,0.025,34.02,57.5,49.12,4234.06,14819.21
CUST0210,INV002626,31481.73,2025-09-16,2025-10-16,2025-10-21,Paid,0,7,1,9,2,1,15,1,1,SMB,4998409,5.0,352,0.14285714285714285,85.71,0.0,0.0,Current,Small,83.46,0.059,99.97,12.29,70.45,22178.88,22178.88
CUST0741,INV002627,8991.66,2026-03-02,2026-03-17,,Overdue,170,24,6,4,0,2,86,0,0,SMB,4587871,170.0,185,0.25,75.0,8991.66,8991.66,Critical,Small,85.1,0.022,91.76,57.5,49.07,4412.21,11912.97
CUST0862,INV002628,28883.74,2025-01-06,2025-02-05,,Overdue,575,21,4,14,0,0,12,0,0,SMB,4926709,575.0,605,0.19047619047619047,80.95,28883.74,28883.74,Critical,Small,82.08,0.0,98.53,55.71,51.93,14999.33,101245.48
