customer_id,total_invoices,total_invoice_value,average_invoice_value,average_days_overdue,maximum_days_overdue,total_previous_payments,total_previous_late_payments,average_payment_delay,total_payment_failures,total_communications,average_last_contact_days,payment_reliability_score,payment_behavior_score,customer_value_score,customer_lifetime_value,recovery_rate,late_payment_rate,payment_failure_rate,communication_per_invoice,cluster,customer_segment,recommended_strategy,customer_priority_score
CUST0054,3,83260.19,27753.396666666667,187.66666666666666,492,79,14,11.0,0,7,75.0,82.37,84.58666666666666,82.57,4128584.0,0.3333333333333333,0.17721518987341772,0.0,2.3333333333333335,0,Valuable but Risky,Priority human intervention,13981266.8
CUST1502,4,140150.24,35037.56,216.0,509,63,11,6.0,3,17,49.0,86.815,88.3075,75.32,3765929.0,0.25,0.1746031746031746,0.75,4.25,0,Valuable but Risky,Priority human intervention,13978172.02
CUST1630,9,425576.66,47286.29555555555,149.55555555555554,414,134,27,12.333333333333334,7,38,49.44444444444444,81.25777777777778,81.6711111111111,93.03,4651731.0,0.4444444444444444,0.20149253731343283,0.7777777777777778,4.222222222222222,0,Valuable but Risky,Priority human intervention,13947710.12
CUST1411,6,206875.39,34479.23166666667,97.5,296,41,18,15.333333333333334,9,22,28.333333333333332,51.571666666666665,63.585,97.99,4899433.0,0.6666666666666666,0.43902439024390244,1.5,3.6666666666666665,3,Valuable but Risky,Priority human intervention,13924547.08
CUST1200,2,36998.21,18499.105,264.0,477,37,14,14.0,3,11,58.5,67.46000000000001,72.33,55.32,2766207.0,0.5,0.3783783783783784,1.5,5.5,3,Valuable but Risky,Priority human intervention,13878882.9
CUST0313,5,55943.770000000004,11188.754,199.4,592,103,27,13.2,4,21,41.0,73.468,77.214,73.39,3669348.0,0.4,0.2621359223300971,0.8,4.2,0,Valuable but Risky,Priority human intervention,13865860.47
CUST1924,3,211575.54,70525.18000000001,352.6666666666667,567,39,18,13.333333333333334,3,11,30.333333333333332,53.70333333333334,66.85333333333334,41.83,2091381.0,0.0,0.46153846153846156,1.0,3.6666666666666665,3,High-Risk Customer,Frequent follow-up and payment assistance,13836362.2
CUST0554,7,425435.63,60776.51857142857,164.28571428571428,564,128,32,18.571428571428573,7,23,43.857142857142854,67.84,70.77714285714286,83.43999999999998,4172186.0,0.42857142857142855,0.25,1.0,3.2857142857142856,0,Valuable but Risky,Priority human intervention,13783114.46
CUST1737,5,316747.82,63349.564,193.0,496,121,33,12.6,5,21,23.2,74.374,77.63,73.87,3693327.0,0.2,0.2727272727272727,1.0,4.2,0,Valuable but Risky,Priority human intervention,13772752.14
CUST0283,6,596866.3,99477.71666666667,202.33333333333334,554,80,19,18.0,4,23,37.0,78.03166666666667,76.88333333333334,73.51,3675654.0,0.3333333333333333,0.2375,0.6666666666666666,3.8333333333333335,0,Valuable but Risky,Priority human intervention,13751999.98
CUST0444,6,188844.32,31474.053333333333,186.83333333333334,561,135,28,8.833333333333334,4,12,36.333333333333336,80.74499999999999,83.74,79.32,3965770.0,0.3333333333333333,0.2074074074074074,0.6666666666666666,2.0,0,Valuable but Risky,Priority human intervention,13734440.71
CUST0833,8,395006.23,49375.77875,232.625,523,172,46,7.125,4,38,45.5,72.77875,81.1125,65.14,3256943.0,0.375,0.26744186046511625,0.5,4.75,0,Valuable but Risky,Priority human intervention,13730713.08
CUST0551,6,135293.69,22548.948333333334,220.33333333333334,456,100,17,4.833333333333333,6,26,44.166666666666664,87.455,88.82666666666667,73.23,3661646.0,0.6666666666666666,0.17,1.0,4.333333333333333,0,Valuable but Risky,Priority human intervention,13723483.04
CUST1975,7,408876.69,58410.955714285716,161.28571428571428,429,110,18,12.714285714285714,4,30,62.142857142857146,79.32428571428571,80.89,90.22,4511213.0,0.5714285714285714,0.16363636363636364,0.5714285714285714,4.285714285714286,0,Valuable but Risky,Priority human intervention,13715962.31
CUST0853,4,49000.38,12250.095,271.25,580,62,14,12.0,3,11,58.5,75.095,78.8475,60.28,3013944.0,0.25,0.22580645161290322,0.75,2.75,0,Valuable but Risky,Priority human intervention,13715875.8
CUST1554,8,268918.73,33614.84125,121.375,447,108,28,11.375,7,30,52.375,75.22749999999999,79.03875,98.38,4918923.0,0.625,0.25925925925925924,0.875,3.75,0,Valuable but Risky,Priority human intervention,13712408.77
CUST0358,2,159731.79,79865.895,318.5,578,32,13,14.5,1,7,66.0,58.224999999999994,69.415,46.58,2329176.0,0.5,0.40625,0.5,3.5,3,High-Risk Customer,Frequent follow-up and payment assistance,13707564.69
CUST1749,2,58612.34,29306.17,193.0,386,53,11,4.5,3,12,35.5,79.595,84.095,77.41,3870671.0,0.5,0.20754716981132076,1.5,6.0,0,Valuable but Risky,Priority human intervention,13694872.19
CUST1246,6,196707.6,32784.6,182.0,462,92,29,12.833333333333334,7,17,26.5,66.205,73.06833333333334,73.68,3683795.0,0.5,0.31521739130434784,1.1666666666666667,2.8333333333333335,3,Valuable but Risky,Priority human intervention,13662875.32
CUST0391,5,109123.03,21824.606,288.0,502,90,27,10.2,2,20,47.4,76.894,81.526,54.11999999999999,2705982.0,0.2,0.3,0.4,4.0,0,Valuable but Risky,Priority human intervention,13648973.21
CUST1997,5,329413.0,65882.6,137.2,351,91,17,10.8,3,19,30.0,79.98400000000001,82.312,96.51,4825275.0,0.6,0.18681318681318682,0.6,3.8,0,Valuable but Risky,Priority human intervention,13583732.4
CUST0617,6,207302.09,34550.348333333335,137.66666666666666,456,100,24,14.0,3,24,32.333333333333336,81.40333333333334,81.30166666666666,92.14,4606766.0,0.8333333333333334,0.24,0.5,4.0,0,Valuable but Risky,Priority human intervention,13576446.52
CUST0029,8,290229.35,36278.66875,155.0,496,111,20,13.625,8,38,62.375,80.35625,80.005,89.91,4495655.0,0.625,0.18018018018018017,1.0,4.75,0,Valuable but Risky,Priority human intervention,13529491.47
CUST0535,5,132786.13,26557.226000000002,111.0,314,57,17,15.4,3,26,48.2,76.852,77.986,98.77,4938639.0,0.6,0.2982456140350877,0.6,5.2,0,Valuable but Risky,Priority human intervention,13528405.15
CUST1713,3,209526.2,69842.06666666667,172.66666666666666,518,57,13,14.666666666666666,2,10,40.666666666666664,74.84666666666668,77.29,80.79,4039284.0,0.6666666666666666,0.22807017543859648,0.6666666666666666,3.3333333333333335,0,Valuable but Risky,Priority human intervention,13525696.01
CUST0393,6,382724.07,63787.345,233.5,573,87,20,15.166666666666666,5,27,37.0,77.93166666666667,78.2,65.9,3294967.0,0.3333333333333333,0.22988505747126436,0.8333333333333334,4.5,0,Valuable but Risky,Priority human intervention,13514856.31
CUST1332,4,75101.33,18775.3325,248.25,527,70,21,9.75,2,25,31.5,72.8425,79.5725,59.66,2982977.0,0.5,0.3,0.5,6.25,0,Valuable but Risky,Priority human intervention,13504682.62
CUST0898,8,268948.97,33618.62125,333.875,580,117,43,13.75,7,38,31.5,64.60625,72.3025,45.51,2275541.0,0.25,0.36752136752136755,0.875,4.75,3,High-Risk Customer,Frequent follow-up and payment assistance,13501543.27
CUST1960,5,188424.12,37684.824,165.2,468,71,12,7.6,5,20,32.2,81.048,83.966,87.04,4351828.0,0.4,0.16901408450704225,1.0,4.0,0,Valuable but Risky,Priority human intervention,13491647.49
CUST1516,7,184215.72,26316.53142857143,141.85714285714286,511,131,33,6.428571428571429,4,24,36.857142857142854,75.18571428571428,82.59285714285714,88.85,4442541.0,0.5714285714285714,0.25190839694656486,0.5714285714285714,3.4285714285714284,0,Valuable but Risky,Priority human intervention,13451258.38
CUST0262,4,106650.41,26662.6025,188.5,281,60,17,10.0,2,14,47.0,72.24,79.1175,72.41,3620599.0,0.5,0.2833333333333333,0.5,3.5,0,Valuable but Risky,Priority human intervention,13404966.08
CUST1252,1,75947.42,75947.42,367.0,367,2,0,19.0,0,2,69.0,100.0,88.6,57.38,2868907.0,0.0,0.0,0.0,2.0,0,Valuable but Risky,Priority human intervention,13397795.69
CUST1511,9,444939.95,49437.77222222222,131.66666666666666,406,139,32,12.555555555555555,6,39,47.888888888888886,80.04333333333334,81.15444444444444,93.97,4698455.0,0.6666666666666666,0.2302158273381295,0.6666666666666666,4.333333333333333,0,Valuable but Risky,Priority human intervention,13390596.75
CUST1348,5,116006.16,23201.232,232.8,517,96,25,13.6,2,20,45.2,73.588,77.832,63.760000000000005,3188102.0,0.4,0.2604166666666667,0.4,4.0,0,Valuable but Risky,Priority human intervention,13373025.19
CUST1424,5,144367.93,28873.586,205.2,370,76,21,15.2,1,23,51.8,70.67999999999999,75.824,68.64,3431915.0,0.4,0.27631578947368424,0.2,4.6,0,Valuable but Risky,Priority human intervention,13368392.69
CUST0466,6,367103.8,61183.96666666667,120.16666666666667,523,76,21,15.5,5,16,57.666666666666664,77.83999999999999,77.95333333333333,95.12,4755907.0,0.6666666666666666,0.27631578947368424,0.8333333333333334,2.6666666666666665,0,Valuable but Risky,Priority human intervention,13364202.97
CUST1354,7,394118.17,56302.595714285715,150.85714285714286,552,114,25,9.285714285714286,6,25,36.857142857142854,76.02285714285713,80.7242857142857,87.37,4368420.0,0.5714285714285714,0.21929824561403508,0.8571428571428571,3.5714285714285716,0,Valuable but Risky,Priority human intervention,13361672.02
CUST0525,5,102833.62,20566.724,143.2,308,71,17,12.4,6,10,46.0,81.05,80.686,88.44,4422216.0,0.4,0.23943661971830985,1.2,2.0,0,Valuable but Risky,Priority human intervention,13329929.29
CUST1962,6,143313.99,23885.664999999997,162.33333333333334,555,115,31,12.166666666666666,4,27,47.166666666666664,72.67,77.70166666666667,79.86,3992863.0,0.6666666666666666,0.26956521739130435,0.6666666666666666,4.5,0,Valuable but Risky,Priority human intervention,13298201.29
CUST1275,3,260459.3,86819.76666666666,104.66666666666667,159,33,13,19.333333333333332,2,10,28.333333333333332,60.93000000000001,67.53333333333333,93.0,4650145.0,0.3333333333333333,0.3939393939393939,0.6666666666666666,3.3333333333333335,3,Valuable but Risky,Priority human intervention,13266534.89
CUST1695,7,251968.0,35995.42857142857,119.57142857142857,453,119,29,11.0,5,44,22.142857142857142,69.81428571428572,76.87857142857142,97.13,4856546.0,0.5714285714285714,0.24369747899159663,0.7142857142857143,6.285714285714286,0,Valuable but Risky,Priority human intervention,13262276.81
CUST0841,8,391687.38,48960.9225,244.125,495,144,39,17.75,6,26,43.75,76.9,76.3,60.61,3030346.0,0.25,0.2708333333333333,0.75,3.25,0,Valuable but Risky,Priority human intervention,13252476.43
CUST0127,5,56554.18,11310.836,234.8,484,80,23,11.6,2,25,47.8,70.18199999999999,77.33,61.3,3064938.0,0.4,0.2875,0.4,5.0,3,Valuable but Risky,Priority human intervention,13211568.5
CUST1154,12,250857.48,20904.79,158.66666666666666,533,189,50,12.166666666666666,5,44,49.333333333333336,72.62583333333333,78.18166666666667,80.76,4037793.0,0.5833333333333334,0.26455026455026454,0.4166666666666667,3.6666666666666665,0,Valuable but Risky,Priority human intervention,13207499.84
CUST1396,4,77985.8,19496.45,257.5,525,55,14,11.5,1,19,32.75,77.585,81.39,58.84,2941912.0,0.5,0.2545454545454545,0.25,4.75,0,Valuable but Risky,Priority human intervention,13194475.32
CUST0890,7,187678.76,26811.25142857143,199.42857142857142,464,108,31,6.714285714285714,7,22,61.285714285714285,73.45857142857143,80.70142857142856,68.46,3422863.0,0.42857142857142855,0.28703703703703703,1.0,3.142857142857143,0,Valuable but Risky,Priority human intervention,13190880.92
CUST0726,6,219130.45,36521.74166666667,186.16666666666666,379,89,29,13.833333333333334,4,28,52.833333333333336,72.405,76.57,69.48,3474083.0,0.5,0.3258426966292135,0.6666666666666666,4.666666666666667,0,Valuable but Risky,Priority human intervention,13181087.27
CUST1612,5,280639.48,56127.89599999999,179.2,529,72,16,14.2,4,12,46.8,83.69800000000001,81.72999999999999,77.24,3862010.0,0.4,0.2222222222222222,0.8,2.4,0,Valuable but Risky,Priority human intervention,13178894.57
CUST0172,6,344040.69,57340.115,165.33333333333334,562,62,17,12.5,4,16,36.0,64.87166666666667,73.60333333333334,77.94,3897125.0,0.5,0.27419354838709675,0.6666666666666666,2.6666666666666665,0,Valuable but Risky,Priority human intervention,13175634.87
CUST1076,9,323751.20999999996,35972.35666666666,202.66666666666666,556,92,21,12.222222222222221,5,44,49.44444444444444,77.44999999999999,80.2811111111111,70.86,3542963.0,0.5555555555555556,0.22826086956521738,0.5555555555555556,4.888888888888889,0,Valuable but Risky,Priority human intervention,13171093.32
CUST1643,5,83267.41,16653.482,208.6,532,73,18,14.8,5,24,49.8,81.49,79.866,68.36,3417851.0,0.6,0.2465753424657534,1.0,4.8,0,Valuable but Risky,Priority human intervention,13148238.7
CUST1245,11,341858.97,31078.08818181818,171.0,459,125,30,12.545454545454545,12,40,49.54545454545455,83.59454545454545,82.08818181818182,78.24,3911774.0,0.2727272727272727,0.24,1.0909090909090908,3.6363636363636362,0,Valuable but Risky,Priority human intervention,13145125.35
CUST1843,6,219854.05,36642.34166666667,145.0,560,85,22,11.666666666666666,7,20,31.666666666666668,66.74166666666666,74.03666666666668,85.21,4260583.0,0.6666666666666666,0.25882352941176473,1.1666666666666667,3.3333333333333335,0,Valuable but Risky,Priority human intervention,13140139.22
CUST0570,5,65380.57,13076.114,161.2,473,78,15,10.4,6,11,46.4,82.306,82.516,84.24,4211900.0,0.4,0.19230769230769232,1.2,2.2,0,Valuable but Risky,Priority human intervention,13117152.57
CUST1573,4,112017.33,28004.3325,189.25,526,78,18,5.75,2,18,49.5,77.55,84.3275,73.65,3682403.0,0.5,0.23076923076923078,0.5,4.5,0,Valuable but Risky,Priority human intervention,13109354.68
CUST0789,4,64000.16,16000.04,322.0,460,61,17,22.0,4,11,52.5,68.49000000000001,69.0475,48.58,2428907.0,0.25,0.2786885245901639,1.0,2.75,3,High-Risk Customer,Frequent follow-up and payment assistance,13106541.44
CUST0139,7,201572.01,28796.00142857143,161.42857142857142,560,93,30,14.285714285714286,3,21,38.42857142857143,72.61714285714285,76.88142857142857,75.76,3787859.0,0.5714285714285714,0.3225806451612903,0.42857142857142855,3.0,0,Valuable but Risky,Priority human intervention,13096915.24
CUST0798,10,233816.2,23381.620000000003,128.3,470,155,37,9.5,10,36,48.0,66.69300000000001,75.646,92.62,4631025.0,0.6,0.23870967741935484,1.0,3.6,0,Valuable but Risky,Priority human intervention,13096419.19
CUST1564,5,148337.07,29667.414,217.4,515,48,12,17.4,2,16,59.0,64.476,70.998,65.96,3298204.0,0.6,0.25,0.4,3.2,3,Valuable but Risky,Priority human intervention,13085624.37
CUST0228,8,215714.84,26964.355,171.375,513,121,21,7.625,3,24,64.375,81.035,85.19125,82.18,4108848.0,0.375,0.17355371900826447,0.375,3.0,0,Valuable but Risky,Priority human intervention,13085577.26
CUST1362,4,87187.21,21796.8025,176.0,400,45,9,13.75,2,23,45.75,72.24,76.87,78.82,3941151.0,0.75,0.2,0.5,5.75,0,Valuable but Risky,Priority human intervention,13053092.11
CUST0498,4,47522.36,11880.59,111.0,381,51,21,12.25,5,9,40.75,51.504999999999995,65.9,87.55,4377308.0,0.75,0.4117647058823529,1.25,2.25,3,Valuable but Risky,Priority human intervention,13039228.07
CUST1605,5,107106.56,21421.311999999998,114.6,358,79,17,13.6,6,14,41.6,80.712,79.796,99.96,4997796.0,0.6,0.21518987341772153,1.2,2.8,0,Valuable but Risky,Priority human intervention,13033239.76
CUST1213,8,255409.23,31926.15375,194.375,549,116,27,13.0,7,17,43.0,79.82125,80.3575,71.67,3583716.0,0.5,0.23275862068965517,0.875,2.125,0,Valuable but Risky,Priority human intervention,13005065.93
CUST0973,8,287319.13,35914.89125,170.5,427,124,29,11.125,6,48,41.0,75.43875,79.54625,77.9,3894886.0,0.5,0.23387096774193547,0.75,6.0,0,Valuable but Risky,Priority human intervention,12999653.18
CUST1361,8,280702.89,35087.86125,132.0,391,88,22,8.0,9,27,42.375,74.0275,79.9625,89.6,4479899.0,0.75,0.25,1.125,3.375,0,Valuable but Risky,Priority human intervention,12991707.1
CUST1316,7,244669.85,34952.83571428571,166.28571428571428,441,113,34,13.0,6,28,47.57142857142857,59.067142857142855,70.02,74.99,3749509.0,0.7142857142857143,0.3008849557522124,0.8571428571428571,4.0,3,Valuable but Risky,Priority human intervention,12988564.63
CUST1868,3,39666.729999999996,13222.243333333332,302.3333333333333,397,13,5,22.0,4,19,48.333333333333336,66.66666666666667,67.46666666666667,46.580000000000005,2329023.0,0.0,0.38461538461538464,1.3333333333333333,6.333333333333333,3,High-Risk Customer,Frequent follow-up and payment assistance,12974449.67
CUST0097,5,515476.65,103095.33,212.4,425,79,24,10.4,6,5,36.4,71.192,76.95599999999999,63.65999999999999,3183211.0,0.2,0.3037974683544304,1.2,1.0,0,Valuable but Risky,Priority human intervention,12965419.87
CUST0942,7,226847.65,32406.807142857142,120.71428571428571,581,82,28,9.571428571428571,5,19,51.714285714285715,73.45714285714287,79.55857142857143,87.41,4370614.0,0.7142857142857143,0.34146341463414637,0.7142857142857143,2.7142857142857144,0,Valuable but Risky,Priority human intervention,12940520.02
CUST1006,3,143382.18,47794.06,296.0,537,56,15,10.333333333333334,2,8,50.333333333333336,77.96666666666667,81.45,51.45000000000001,2572620.0,0.3333333333333333,0.26785714285714285,0.6666666666666666,2.6666666666666665,0,Valuable but Risky,Priority human intervention,12916389.99
CUST0142,1,27761.53,27761.53,542.0,542,1,0,20.0,2,6,51.0,100.0,84.0,40.21,2010584.0,1.0,0.0,2.0,6.0,2,High-Risk Customer,Frequent follow-up and payment assistance,12907949.28
CUST0693,3,57143.630000000005,19047.876666666667,239.33333333333334,462,55,15,6.0,3,12,44.333333333333336,81.59333333333333,85.19666666666667,59.77,2988687.0,0.3333333333333333,0.2727272727272727,1.0,4.0,0,Valuable but Risky,Priority human intervention,12907505.19
CUST0765,3,20187.98,6729.326666666667,169.66666666666666,388,38,11,11.0,3,12,52.0,70.00333333333333,76.40333333333332,74.1,3705180.0,0.3333333333333333,0.2894736842105263,1.0,4.0,3,Valuable but Risky,Priority human intervention,12883950.91
CUST0485,5,157466.26,31493.252,225.4,465,77,14,10.6,4,28,42.8,75.21799999999999,79.65,67.0,3349973.0,0.4,0.18181818181818182,0.8,5.6,0,Valuable but Risky,Priority human intervention,12882777.99
CUST1393,7,133937.38,19133.911428571428,171.42857142857142,549,84,20,14.142857142857142,7,27,54.285714285714285,84.86571428571428,81.94571428571429,76.46,3822827.0,0.5714285714285714,0.23809523809523808,1.0,3.857142857142857,0,Valuable but Risky,Priority human intervention,12846779.17
CUST1753,1,14779.14,14779.14,416.0,416,14,5,0.0,1,2,10.0,64.29,80.15,36.67,1833611.0,0.0,0.35714285714285715,1.0,2.0,3,High-Risk Customer,Frequent follow-up and payment assistance,12840515.89
CUST1226,3,179722.63,59907.543333333335,280.3333333333333,313,40,16,24.333333333333332,1,5,62.0,69.23,69.34666666666666,48.22,2411216.0,0.0,0.4,0.3333333333333333,1.6666666666666667,3,High-Risk Customer,Frequent follow-up and payment assistance,12838921.46
CUST1090,6,130719.23000000001,21786.538333333334,128.16666666666666,515,84,16,11.0,5,26,27.333333333333332,76.995,80.23,94.45,4722412.0,0.6666666666666666,0.19047619047619047,0.8333333333333334,4.333333333333333,0,Valuable but Risky,Priority human intervention,12827345.29
CUST1063,8,206992.25,25874.03125,110.125,525,153,40,10.625,4,22,36.375,66.94875,76.1,96.7,4834808.0,0.75,0.26143790849673204,0.5,2.75,0,Valuable but Risky,Priority human intervention,12815124.7
CUST0785,7,136226.25,19460.89285714286,241.14285714285714,539,96,23,13.428571428571429,3,24,45.142857142857146,81.27714285714286,81.7242857142857,60.61,3030248.0,0.2857142857142857,0.23958333333333334,0.42857142857142855,3.4285714285714284,0,Valuable but Risky,Priority human intervention,12814161.23
CUST0345,7,236024.3,33717.75714285714,160.57142857142858,572,93,18,11.142857142857142,4,31,50.0,81.7,83.02142857142857,82.4,4120028.0,0.5714285714285714,0.1935483870967742,0.5714285714285714,4.428571428571429,0,Valuable but Risky,Priority human intervention,12813476.94
CUST0777,1,17208.21,17208.21,531.0,531,27,6,20.0,0,4,55.0,77.78,76.89,33.19,1659473.0,0.0,0.2222222222222222,0.0,4.0,3,High-Risk Customer,Frequent follow-up and payment assistance,12798224.55
CUST1918,3,85822.47,28607.49,122.66666666666667,253,37,10,17.333333333333332,2,5,17.333333333333332,68.97333333333334,72.75333333333333,90.31,4515669.0,0.3333333333333333,0.2702702702702703,0.6666666666666666,1.6666666666666667,3,Valuable but Risky,Priority human intervention,12772427.38
CUST0055,6,258049.46,43008.24333333333,138.33333333333334,403,129,29,12.166666666666666,3,15,65.0,77.82000000000001,80.60833333333333,87.46999999999998,4373654.0,0.5,0.2248062015503876,0.5,2.5,0,Valuable but Risky,Priority human intervention,12767227.19
CUST0728,8,194214.84,24276.855,258.5,540,131,27,12.125,3,25,38.25,84.625,84.2875,59.02,2951092.0,0.5,0.20610687022900764,0.375,3.125,0,Valuable but Risky,Priority human intervention,12760206.42
CUST0181,7,204885.62,29269.374285714286,116.85714285714286,509,102,28,18.285714285714285,6,33,45.285714285714285,79.26428571428572,76.94714285714285,92.31000000000002,4615537.0,0.5714285714285714,0.27450980392156865,0.8571428571428571,4.714285714285714,0,Valuable but Risky,Priority human intervention,12756723.69
CUST1307,6,91588.35,15264.725,211.0,546,76,15,7.333333333333333,6,12,27.166666666666668,82.13666666666667,84.66833333333334,68.37,3418270.0,0.5,0.19736842105263158,1.0,2.0,0,Valuable but Risky,Priority human intervention,12729007.8
CUST0300,4,122244.21,30561.0525,113.5,323,66,17,7.25,4,12,32.25,71.0775,79.19,94.72,4736166.0,0.5,0.25757575757575757,1.0,3.0,0,Valuable but Risky,Priority human intervention,12716246.91
CUST1250,5,133469.18,26693.836,166.6,399,51,12,11.6,3,11,46.0,65.912,74.79400000000001,77.02,3850986.0,0.4,0.23529411764705882,0.6,2.2,0,Valuable but Risky,Priority human intervention,12682429.54
CUST1053,5,123996.16,24799.232,186.0,482,71,21,15.4,3,17,41.8,71.31800000000001,75.22,68.32,3416085.0,0.4,0.29577464788732394,0.6,3.4,3,Valuable but Risky,Priority human intervention,12659722.33
CUST0739,6,263590.83999999997,43931.806666666664,229.66666666666666,544,115,22,17.0,6,21,48.666666666666664,83.24,79.41833333333334,64.45,3222382.0,0.16666666666666666,0.19130434782608696,1.0,3.5,0,Valuable but Risky,Priority human intervention,12655368.24
CUST0590,6,170796.09,28466.015,270.3333333333333,496,104,25,12.833333333333334,9,14,57.5,77.99666666666667,78.295,55.06,2752882.0,0.16666666666666666,0.2403846153846154,1.5,2.3333333333333335,0,Valuable but Risky,Priority human intervention,12645522.29
CUST0187,9,168557.0,18728.555555555555,116.33333333333333,316,133,33,19.555555555555557,5,39,46.888888888888886,73.40444444444444,73.86,93.59,4679375.0,0.4444444444444444,0.24812030075187969,0.5555555555555556,4.333333333333333,0,Valuable but Risky,Priority human intervention,12634781.61
CUST0134,7,237582.97,33940.42428571429,256.85714285714283,554,110,31,10.428571428571429,4,24,53.714285714285715,70.73714285714286,77.97,55.21,2760527.0,0.2857142857142857,0.2818181818181818,0.5714285714285714,3.4285714285714284,0,Valuable but Risky,Priority human intervention,12627367.52
CUST0641,6,135209.15,22534.858333333334,153.66666666666666,546,104,26,6.5,3,13,50.666666666666664,72.77166666666666,81.48833333333333,79.63,3981586.0,0.6666666666666666,0.25,0.5,2.1666666666666665,0,Valuable but Risky,Priority human intervention,12624945.61
CUST0331,3,42795.97,14265.323333333334,118.0,346,40,15,13.333333333333334,2,19,14.666666666666666,62.56999999999999,71.95333333333333,84.14,4207137.0,0.3333333333333333,0.375,0.6666666666666666,6.333333333333333,3,Valuable but Risky,Priority human intervention,12610893.16
CUST1716,3,67807.45,22602.483333333334,97.66666666666667,260,18,5,8.666666666666666,1,16,30.0,64.53,76.39999999999999,99.81,4990359.0,0.3333333333333333,0.2777777777777778,0.3333333333333333,5.333333333333333,0,Valuable but Risky,Priority human intervention,12604353.04
CUST1492,3,45823.83,15274.61,144.0,432,42,10,20.333333333333332,2,6,69.33333333333333,84.41666666666667,78.67666666666666,83.15,4157618.0,0.6666666666666666,0.23809523809523808,0.6666666666666666,2.0,0,Valuable but Risky,Priority human intervention,12559966.0
CUST1825,8,407804.06999999995,50975.50874999999,151.375,445,119,25,9.0,4,25,46.625,81.75375,84.47625,82.45,4122250.0,0.625,0.21008403361344538,0.5,3.125,0,Valuable but Risky,Priority human intervention,12539260.97
CUST0698,7,186146.07,26592.295714285716,180.85714285714286,541,95,18,19.714285714285715,7,19,57.57142857142857,84.81428571428572,78.57857142857142,75.05,3752418.0,0.42857142857142855,0.18947368421052632,1.0,2.7142857142857144,0,Valuable but Risky,Priority human intervention,12535784.63
CUST0278,6,319217.24,53202.87333333333,209.66666666666666,466,72,23,13.166666666666666,7,21,43.5,73.20666666666666,76.36833333333333,61.25,3062359.0,0.6666666666666666,0.3194444444444444,1.1666666666666667,3.5,0,Valuable but Risky,Priority human intervention,12512430.26
CUST0626,5,127354.78,25470.956,206.2,374,116,31,26.6,3,18,41.6,77.414,71.546,64.36,3217759.0,0.4,0.2672413793103448,0.6,3.6,3,Valuable but Risky,Priority human intervention,12485848.06
CUST0413,6,199729.41999999998,33288.236666666664,161.0,438,104,24,17.0,8,9,42.0,76.48833333333333,75.37666666666667,77.69,3884242.0,0.5,0.23076923076923078,1.3333333333333333,1.5,0,Valuable but Risky,Priority human intervention,12477380.46
CUST1399,5,143347.63999999998,28669.528,136.0,354,77,19,18.2,2,20,54.2,72.21000000000001,74.384,84.69,4234238.0,0.4,0.24675324675324675,0.4,4.0,0,Valuable but Risky,Priority human intervention,12458557.94
CUST1365,3,42841.149999999994,14280.383333333331,115.33333333333333,346,46,14,5.666666666666667,4,7,37.666666666666664,68.50333333333333,78.18666666666667,88.7,4435224.0,0.6666666666666666,0.30434782608695654,1.3333333333333333,2.3333333333333335,1,Valuable but Risky,Priority human intervention,12457194.37
CUST0701,2,71128.79000000001,35564.395000000004,152.5,305,24,8,20.0,1,5,42.5,60.0,67.0,73.84,3691771.0,1.0,0.3333333333333333,0.5,2.5,3,Valuable but Risky,Priority human intervention,12428962.37
CUST1439,6,243048.7,40508.11666666667,186.16666666666666,469,60,15,7.833333333333333,5,16,44.833333333333336,77.11166666666666,82.19,69.39,3469548.0,0.5,0.25,0.8333333333333334,2.6666666666666665,0,Valuable but Risky,Priority human intervention,12410862.32
CUST1412,6,243181.90999999997,40530.31833333333,93.83333333333333,475,93,27,11.333333333333334,2,22,39.833333333333336,69.62833333333333,77.34833333333334,99.23,4961408.0,0.6666666666666666,0.2903225806451613,0.3333333333333333,3.6666666666666665,0,Valuable but Risky,Priority human intervention,12408854.85
CUST0795,4,159529.91999999998,39882.479999999996,275.75,377,84,17,11.75,6,16,29.25,78.0275,78.965,54.86,2742794.0,0.25,0.20238095238095238,1.5,4.0,0,Valuable but Risky,Priority human intervention,12391796.36
CUST1951,6,356147.79000000004,59357.965000000004,105.5,524,53,11,10.833333333333334,5,33,29.333333333333332,80.265,81.96666666666667,99.64,4981767.0,0.5,0.20754716981132076,0.8333333333333334,5.5,0,Valuable but Risky,Priority human intervention,12362301.81
CUST1976,6,266156.99,44359.49833333333,187.66666666666666,347,128,36,14.166666666666666,6,23,60.166666666666664,70.19333333333333,74.59666666666668,66.94,3347154.0,0.5,0.28125,1.0,3.8333333333333335,0,Valuable but Risky,Priority human intervention,12336703.12
CUST0657,7,500347.76999999996,71478.25285714286,186.28571428571428,541,80,16,10.571428571428571,6,27,37.57142857142857,79.06142857142858,81.47571428571429,71.6,3579801.0,0.5714285714285714,0.2,0.8571428571428571,3.857142857142857,0,Valuable but Risky,Priority human intervention,12298150.64
CUST0818,5,250188.6,50037.72,144.4,487,60,12,8.4,0,13,40.6,66.982,78.452,83.85,4192535.0,0.6,0.2,0.0,2.6,0,Valuable but Risky,Priority human intervention,12295866.65
