customer_id,invoice_id,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_overdue,previous_payments,previous_late_payments,average_payment_delay,payment_failures,communication_count,last_contact_days,discount_used,recovered,customer_segment,customer_lifetime_value,payment_delay,invoice_age,late_payment_ratio,payment_reliability_score,overdue_revenue,recovery_opportunity,overdue_severity,invoice_value_category,payment_behavior_score,communication_effectiveness,customer_value_score,overdue_risk_score,recovery_potential_score,expected_recovery_baseline,recovery_priority_score,recovery_probability,recovery_probability_percent,expected_recovery,overdue_status,overdue_invoice,risk_level,urgency_score,recovery_value_score,priority_score,normalized_priority,priority_category,recommended_action,potential_loss
CUST0663,INV000690,8563.35,2026-05-18,2026-07-02,2026-07-05,Paid,0,16,5,0,1,0,38,0,1,Mid-Market,4611307,3.0,108,0.3125,68.75,0.0,False,Current,Small,82.38,0.0,92.23,13.38,61.25,5245.05,5245.05,0.9967181904316252,99.67,8535.246716032658,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,28.103283967342577
CUST0480,INV000691,20916.36,2025-08-18,2025-09-17,2025-10-03,Paid,0,1,0,6,0,3,43,0,1,Mid-Market,2530252,16.0,381,0.0,100.0,0.0,False,Current,Small,96.4,0.064,50.61,0.0,81.28,17000.82,17000.82,0.9995280329426671,99.95,20906.488167120686,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,9.871832879314752
CUST1901,INV000692,9202.58,2025-04-17,2025-05-02,2025-05-03,Paid,0,16,3,2,0,1,50,0,1,Mid-Market,2138618,1.0,504,0.1875,81.25,0.0,False,Current,Small,89.42,0.019,42.77,5.62,69.98,6439.97,6439.97,0.9999499265625883,99.99,9202.119195186344,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.4608048136560683
CUST0123,INV000693,25976.74,2026-01-24,2026-03-10,2026-03-18,Paid,0,1,0,11,1,3,73,0,1,SMB,1306715,8.0,222,0.0,100.0,0.0,False,Current,Small,91.4,0.039,26.13,4.0,79.38,20620.34,20620.34,0.999544784063792,99.95,25964.91497398127,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,11.825026018730568
CUST1424,INV000694,68329.5,2025-09-20,2025-11-19,,Overdue,288,24,7,9,0,4,38,1,0,SMB,3431915,288.0,348,0.2916666666666667,70.83,68329.5,True,Critical,Medium,80.02,0.093,68.64,58.75,48.17,32914.32,127707.56,0.04345382655593102,4.35,2969.1782416534884,180+ Days,True,Critical,100,1.271174261495282,5938.356483306977,1.8159632307075457,Critical,Escalate to human recovery team,65360.32175834651
CUST0699,INV000695,18617.56,2026-07-17,2026-08-16,2026-08-18,Paid,0,17,1,10,1,2,6,0,1,SMB,2331608,2.0,48,0.0588235294117647,94.12,0.0,False,Current,Small,89.06,0.222,46.63,5.76,79.78,14853.09,14853.09,0.9913375390393133,99.13,18456.28611331676,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,161.27388668324056
CUST0965,INV000696,25590.98,2025-03-06,2025-04-20,2025-05-04,Paid,0,5,0,17,1,1,5,0,1,SMB,4660146,14.0,546,0.0,100.0,0.0,False,Current,Small,87.8,0.143,93.2,4.0,81.46,20846.41,20846.41,1.0,100.0,25590.98,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.0
CUST1476,INV000697,20053.41,2025-09-22,2025-10-22,,Overdue,316,26,7,39,1,0,74,0,0,Mid-Market,2417322,316.0,346,0.2692307692307692,73.08,20053.41,True,Critical,Small,61.14,0.0,48.35,62.08,46.16,9256.65,38507.66,0.03215456083820701,3.22,644.8085918585089,180+ Days,True,Critical,100,0.2760575549365115,1289.6171837170177,0.39436793562358796,Critical,Escalate to human recovery team,19408.60140814149
CUST0661,INV000698,49154.69,2025-12-04,2026-01-18,,Overdue,228,16,7,13,0,4,87,1,0,SMB,3863233,228.0,273,0.4375,56.25,49154.69,True,Critical,Small,70.32,0.043,77.26,63.12,39.08,19209.65,63007.65,0.05303363986090088,5.3,2606.852126934226,180+ Days,True,Critical,100,1.1160540249135185,5213.704253868452,1.594362892733598,Critical,Escalate to human recovery team,46547.83787306578
CUST1128,INV000699,11296.15,2025-10-28,2025-12-12,,Overdue,265,25,13,4,0,2,70,0,0,SMB,903392,265.0,310,0.52,48.0,11296.15,True,Critical,Small,71.6,0.027,18.07,65.6,34.18,3861.02,14092.72,0.04124914489105645,4.12,465.95652806110735,180+ Days,True,Critical,100,0.199486826738005,931.9130561222147,0.2849811810542929,Critical,Escalate to human recovery team,10830.193471938892
CUST1779,INV000700,5000.0,2026-01-13,2026-01-28,,Overdue,218,3,3,35,0,2,13,0,0,SMB,755356,218.0,233,1.0,0.0,5000.0,True,Critical,Small,29.0,0.125,15.11,80.0,9.5,475.0,1510.5,0.1599551119442115,16.0,799.7755597210574,180+ Days,True,Critical,100,0.3424025180530194,1599.551119442115,0.4891464543614563,Critical,Escalate to human recovery team,4200.224440278943
CUST1486,INV000701,35272.85,2025-06-24,2025-07-24,,Overdue,406,10,2,27,3,6,9,1,0,SMB,1294360,406.0,436,0.2,80.0,35272.85,True,Critical,Small,67.8,0.375,25.89,68.0,54.7,19294.25,97628.9,0.04618614286015013,4.62,1629.1168891846464,180+ Days,True,Critical,100,0.6974628297644864,3258.233778369293,0.9963754710921235,Critical,Escalate to human recovery team,33643.73311081535
CUST1767,INV000702,59150.15,2025-06-01,2025-07-01,2025-07-21,Paid,0,18,3,18,0,2,38,1,1,Mid-Market,647904,20.0,459,0.1666666666666666,83.33,0.0,False,Current,Medium,80.86,0.049,12.96,5.0,71.73,42428.4,42428.4,0.9999232756090702,99.99,59145.61174076785,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,4.5382592321548145
CUST1742,INV000703,34419.35,2026-04-21,2026-06-20,2026-07-03,Paid,0,21,3,13,0,1,32,0,1,Mid-Market,4030053,13.0,135,0.1428571428571428,85.71,0.0,False,Current,Small,85.06,0.029,80.6,4.29,72.65,25005.66,25005.66,0.9995130037642476,99.95,34402.58790611295,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,16.76209388704592
CUST0710,INV000704,11611.71,2025-09-23,2025-10-23,,Overdue,315,28,6,16,2,7,16,0,1,Mid-Market,4044528,315.0,345,0.2142857142857142,78.57,11611.71,True,Critical,Small,75.68,0.292,80.89,64.43,53.65,6229.68,25853.17,0.03768477747112489,3.77,437.5847074092356,180+ Days,True,Critical,100,0.18734019045377326,875.1694148184712,0.26762884350539035,Critical,Escalate to human recovery team,11174.125292590763
CUST0396,INV000705,7079.71,2025-11-25,2025-12-25,2025-12-25,Paid,0,18,3,0,1,1,81,0,1,Enterprise,3351106,0.0,282,0.1666666666666666,83.33,0.0,False,Current,Small,89.66,0.012,67.02,9.0,69.59,4926.77,4926.77,0.9969844994374684,99.7,7058.36113051244,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,21.348869487560478
CUST0912,INV000706,36116.23,2025-06-12,2025-06-27,,Overdue,433,26,7,0,0,1,32,0,0,SMB,2765223,433.0,448,0.2692307692307692,73.08,36116.23,True,Critical,Small,86.54,0.029,55.3,58.08,48.14,17386.35,92669.25,0.028665892074041424,2.87,1035.3039513012573,180+ Days,True,Critical,100,0.4432377003361155,2070.6079026025145,0.6331967147658792,Critical,Escalate to human recovery team,35080.92604869875
CUST1361,INV000707,25373.97,2026-03-14,2026-04-28,,Overdue,128,17,4,21,3,0,4,0,1,Enterprise,4479899,128.0,173,0.2352941176470588,76.47,25373.97,True,Critical,Small,69.63,0.0,89.6,69.06,45.24,11479.18,26172.53,0.4097531249903343,40.98,10397.063500910994,91-180 Days,True,High,80,4.451224696476974,18714.71430163979,5.723003181184681,High,Contact customer and offer payment assistance,14976.906499089007
CUST1005,INV000708,19422.89,2025-12-09,2026-01-08,2026-02-05,Paid,0,11,2,26,1,0,55,1,1,Mid-Market,99976,28.0,268,0.1818181818181818,81.82,0.0,False,Current,Small,73.31,0.0,2.0,9.45,68.51,13306.62,13306.62,0.9898104497678153,98.98,19224.9794866908,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,197.910513309198
CUST1623,INV000709,136279.52,2026-01-02,2026-02-16,,Overdue,199,9,3,0,3,0,12,0,0,Mid-Market,515590,199.0,244,0.3333333333333333,66.67,136279.52,True,Critical,Medium,77.34,0.0,10.31,72.0,39.8,54239.25,162175.36,0.09955287767301982,9.96,13567.018383897857,180+ Days,True,Critical,100,5.80835610772906,27134.036767795715,8.297651582470088,Critical,Escalate to human recovery team,122712.50161610213
CUST1166,INV000710,8545.84,2026-04-10,2026-06-09,2026-06-09,Paid,0,11,2,3,1,4,51,1,1,Mid-Market,702755,0.0,146,0.1818181818181818,81.82,0.0,False,Current,Small,87.11,0.071,14.06,9.45,69.93,5976.11,5976.11,0.9975988114555647,99.76,8525.319826889423,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,20.52017311057716
CUST0317,INV000711,129967.15,2025-07-18,2025-08-17,2025-08-24,Paid,0,26,6,5,0,4,28,1,1,SMB,2820742,7.0,412,0.2307692307692307,76.92,0.0,False,Current,Medium,85.46,0.121,56.42,6.92,69.61,90470.13,90470.13,0.9998163770570845,99.98,129943.28504943465,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,23.86495056534477
CUST1735,INV000712,22737.8,2026-05-15,2026-06-14,,Overdue,81,27,7,3,2,5,6,0,0,SMB,1896357,81.0,111,0.2592592592592592,74.07,22737.8,True,Severe,Small,81.24,0.417,37.93,49.53,59.34,13492.61,24421.62,0.3190292051151081,31.9,7254.0222600663055,61-90 Days,True,High,60,3.1056156413752456,11606.43561610609,3.549275018714567,High,Send urgent payment reminder,15483.777739933694
CUST1582,INV000713,5000.0,2025-01-16,2025-03-17,2025-04-03,Paid,0,9,1,15,2,6,4,0,1,SMB,3699886,17.0,595,0.1111111111111111,88.89,0.0,False,Current,Small,81.44,0.545,74.0,11.33,81.94,4097.0,4097.0,0.9999367088607595,99.99,4999.683544303797,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.3164556962028655
CUST1824,INV000714,18412.73,2025-10-23,2025-11-22,2025-12-11,Paid,0,17,6,19,0,3,8,0,1,Mid-Market,669696,19.0,315,0.3529411764705882,64.71,0.0,False,Current,Small,70.96,0.25,13.39,10.59,65.41,12043.77,12043.77,0.9999543307027889,100.0,18411.889103561163,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.8408964388363529
CUST1551,INV000715,57497.46,2026-05-26,2026-07-10,,Overdue,55,20,9,2,1,5,29,0,0,Enterprise,1250532,55.0,100,0.45,55.0,57497.46,True,Moderate,Medium,74.3,0.143,25.01,40.42,48.46,27863.27,43188.07,0.42497644938527274,42.5,24435.066399471743,31-60 Days,True,Medium,40,10.461220228947644,34209.09295926044,10.461220228947644,Medium,Send personalized payment reminder,33062.39360052826
CUST1580,INV000716,15289.86,2025-08-27,2025-10-11,2025-10-18,Paid,0,5,1,0,0,3,27,0,1,Mid-Market,2632985,7.0,372,0.2,80.0,0.0,False,Current,Small,90.0,0.097,52.66,6.0,70.84,10831.34,10831.34,0.998721713054963,99.87,15270.315171570557,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,19.54482842944344
CUST1425,INV000717,5040.3,2026-08-04,2026-09-18,2026-09-18,Paid,0,12,3,0,1,7,61,1,1,Enterprise,92056,0.0,30,0.25,75.0,0.0,False,Current,Small,85.5,0.101,1.84,11.5,66.74,3363.9,3363.9,0.9067090196922549,90.67,4570.085471954872,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,470.21452804512774
CUST0681,INV000718,18685.17,2025-10-28,2025-11-27,,Overdue,280,18,4,7,1,2,60,1,0,Mid-Market,319160,280.0,310,0.2222222222222222,77.78,18685.17,True,Critical,Small,82.69,0.032,6.38,60.67,49.41,9232.34,35082.89,0.03082354874156399,3.08,575.9432482394092,180+ Days,True,Critical,100,0.2465746996839827,1151.8864964788183,0.35224957097711823,Critical,Escalate to human recovery team,18109.22675176059
CUST1334,INV000719,9347.16,2025-01-06,2025-02-05,,Overdue,575,27,11,28,0,7,86,0,0,Enterprise,1408126,575.0,605,0.4074074074074074,59.26,9347.16,True,Critical,Small,62.83,0.074,28.16,62.22,41.37,3866.92,26101.71,0.06107297222893257,6.11,570.8588430993893,180+ Days,True,Critical,100,0.24439794759199368,1141.7176861987787,0.3491399251314196,Critical,Escalate to human recovery team,8776.30115690061
CUST0495,INV000720,36019.45,2025-08-08,2025-09-22,2025-10-16,Paid,0,25,4,13,0,2,62,0,1,SMB,485477,24.0,391,0.16,84.0,0.0,False,Current,Small,84.2,0.031,9.71,4.8,71.74,25840.35,25840.35,0.9997469276407073,99.97,36010.33447280807,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,9.115527191926958
CUST0556,INV000721,47734.03,2026-03-29,2026-04-28,,Overdue,128,25,8,31,1,1,50,0,0,SMB,959245,128.0,158,0.32,68.0,47734.03,True,Critical,Small,63.4,0.019,19.18,63.6,43.72,20869.32,47582.05,0.23128726033762637,23.13,11040.273023574067,91-180 Days,True,Critical,80,4.726597652700255,19872.491442433322,6.077054124900329,Critical,Escalate to human recovery team,36693.75697642593
CUST0610,INV000722,7659.71,2026-03-09,2026-04-23,,Overdue,133,16,5,20,0,2,64,0,0,Mid-Market,1436689,133.0,178,0.3125,68.75,7659.71,True,Critical,Small,72.38,0.03,28.73,59.38,45.75,3504.32,8165.07,0.1341425207628759,13.41,1027.492807712608,91-180 Days,True,Critical,80,0.4398935680966156,1849.4870538826945,0.5655774446956487,Critical,Escalate to human recovery team,6632.217192287392
CUST1797,INV000723,10874.72,2026-01-21,2026-02-20,2026-02-20,Paid,0,9,3,6,0,2,46,0,1,Mid-Market,1222304,0.0,225,0.3333333333333333,66.67,0.0,False,Current,Small,79.74,0.041,24.45,10.0,62.32,6777.13,6777.13,0.9980432161336167,99.8,10853.440523352563,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,21.27947664743624
CUST0109,INV000724,46940.8,2025-10-22,2025-11-21,2025-11-27,Paid,0,8,4,13,0,4,47,1,1,SMB,1000162,6.0,316,0.5,50.0,0.0,False,Current,Small,67.2,0.077,20.0,15.0,53.79,25249.46,25249.46,0.9994844478837852,99.95,46916.59957122319,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,24.20042877681408
CUST1819,INV000725,9331.54,2025-04-28,2025-05-28,2025-05-28,Paid,0,6,1,7,1,0,3,0,1,Mid-Market,2141013,0.0,493,0.1666666666666666,83.33,0.0,False,Current,Small,85.46,0.0,42.82,9.0,69.35,6471.42,6471.42,0.9996726436965201,99.97,9328.485261559827,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,3.054738440174333
CUST0372,INV000726,7463.96,2026-02-09,2026-04-10,,Overdue,146,17,3,1,3,2,9,1,1,SMB,4954948,146.0,206,0.1764705882352941,82.35,7463.96,True,Critical,Small,84.57,0.167,99.1,67.29,51.85,3870.06,9520.35,0.45681329422458056,45.68,3409.6361555605004,91-180 Days,True,High,80,1.459744538474915,6137.3450800089,1.8768144066106052,High,Contact customer and offer payment assistance,4054.3238444394997
CUST0855,INV000727,6777.13,2026-08-17,2026-09-16,,Overdue,0,14,5,9,0,6,12,0,1,SMB,2813545,0.0,17,0.3571428571428571,64.29,6777.13,False,Current,Small,76.74,0.316,56.27,10.71,66.5,4506.79,4506.79,0.897141260674613,89.71,6080.04295195574,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,697.08704804426
CUST0616,INV000728,31320.83,2026-07-20,2026-08-19,2026-09-05,Paid,0,26,9,20,0,3,11,0,1,Enterprise,3728621,17.0,45,0.3461538461538461,65.38,0.0,False,Current,Small,70.69,0.2,74.57,10.38,64.79,20292.77,20292.77,0.9588289660013452,95.88,30031.319043203912,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,1289.5109567960899
CUST0768,INV000729,30006.15,2025-01-12,2025-03-13,2025-03-13,Paid,0,21,6,6,3,3,76,1,1,Enterprise,3337093,0.0,599,0.2857142857142857,71.43,0.0,False,Current,Small,76.12,0.038,66.74,20.57,60.7,18213.73,18213.73,0.9859343473325909,98.59,29584.093916213824,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,422.0560837861776
CUST1915,INV000730,11113.92,2025-07-28,2025-09-11,,Overdue,357,24,8,10,1,2,26,1,1,SMB,2126775,357.0,402,0.3333333333333333,66.67,11113.92,True,Critical,Small,75.34,0.069,42.54,64.0,43.98,4887.9,22337.7,0.06172184414009584,6.17,685.971638025494,180+ Days,True,Critical,100,0.2936804123581914,1371.943276050988,0.4195434462259878,Critical,Escalate to human recovery team,10427.948361974506
CUST0206,INV000731,22138.76,2025-06-14,2025-08-13,,Overdue,386,28,8,6,1,7,57,0,0,SMB,3941839,386.0,446,0.2857142857142857,71.43,22138.76,True,Critical,Small,80.12,0.108,78.84,62.57,47.4,10493.77,50999.72,0.028138300238473284,2.81,622.9470757875027,180+ Days,True,Critical,100,0.26669813145802995,1245.8941515750055,0.3809973306543285,Critical,Escalate to human recovery team,21515.812924212496
CUST0847,INV000732,101430.83,2025-10-21,2025-11-20,,Overdue,287,14,6,26,0,1,83,0,0,SMB,1347819,287.0,317,0.4285714285714285,57.14,101430.83,True,Critical,Medium,62.97,0.012,26.96,62.86,38.95,39507.31,152893.29,0.03329308395944177,3.33,3376.9451392658652,180+ Days,True,Critical,100,1.4457487540814793,6753.8902785317305,2.065355362973542,Critical,Escalate to human recovery team,98053.88486073414
CUST0043,INV000733,8316.03,2026-06-03,2026-07-18,2026-07-28,Paid,0,4,1,10,1,7,80,0,1,SMB,1649792,10.0,92,0.25,75.0,0.0,False,Current,Small,79.5,0.08,33.0,11.5,66.32,5515.19,5515.19,0.9986427782021174,99.86,8304.743302812156,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,11.286697187844766
CUST0865,INV000734,5000.0,2025-03-19,2025-04-18,2025-04-27,Paid,0,8,2,9,0,3,30,0,1,SMB,2642316,9.0,533,0.25,75.0,0.0,False,Current,Small,82.1,0.088,52.85,7.5,67.88,3394.0,3394.0,0.9999673038838872,100.0,4999.836519419436,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.16348058056428272
CUST1269,INV000735,34720.15,2026-03-10,2026-04-24,2026-04-29,Paid,0,22,6,9,1,2,60,0,1,Mid-Market,162935,5.0,177,0.2727272727272727,72.73,0.0,False,Current,Small,78.96,0.032,3.26,12.18,64.11,22259.09,22259.09,0.9996804051387567,99.97,34709.05361847841,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,11.096381521594594
CUST1311,INV000736,19724.15,2026-07-31,2026-09-29,2026-10-12,Paid,0,17,2,15,0,3,5,1,1,SMB,1892360,13.0,34,0.1176470588235294,88.24,0.0,False,Current,Small,85.12,0.333,37.85,3.53,80.13,15804.96,15804.96,0.9889537248980754,98.9,19506.271612948374,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,217.87838705162721
CUST1379,INV000737,10828.91,2025-03-18,2025-04-17,2025-04-29,Paid,0,1,0,13,0,2,64,0,1,SMB,644557,12.0,534,0.0,100.0,0.0,False,Current,Small,92.2,0.03,12.89,0.0,80.6,8728.1,8728.1,0.9995658420861314,99.96,10824.20854302493,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,4.701456975069959
CUST0785,INV000738,42280.46,2025-02-17,2025-03-19,2025-04-09,Paid,0,3,1,22,1,4,37,0,1,SMB,3030248,21.0,563,0.3333333333333333,66.67,0.0,False,Current,Small,68.14,0.095,60.61,14.0,62.0,26213.89,26213.89,0.9967484667672006,99.67,42142.98367921195,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,137.476320788046
CUST0476,INV000739,50981.86,2025-03-23,2025-05-07,,Overdue,484,17,3,8,4,3,9,0,0,Enterprise,426794,484.0,529,0.1764705882352941,82.35,50981.86,True,Critical,Medium,78.38,0.231,8.54,71.29,51.73,26372.92,154017.85,0.07544052517643429,7.54,3846.0982928714484,180+ Days,True,Critical,100,1.6466041305612178,7692.196585742897,2.3522916150874544,Critical,Escalate to human recovery team,47135.76170712855
CUST0083,INV000740,5000.0,2025-07-28,2025-08-12,,Overdue,387,20,4,30,1,2,31,0,0,SMB,874255,387.0,402,0.2,80.0,5000.0,True,Critical,Small,70.0,0.059,17.49,60.0,51.18,2559.0,12462.33,0.034018691920867754,3.4,170.09345960433876,180+ Days,True,Critical,100,0.07282096603850709,340.1869192086775,0.10402995148358159,Critical,Escalate to human recovery team,4829.906540395661
CUST1134,INV000741,11468.99,2026-03-21,2026-05-05,,Overdue,121,3,0,5,0,6,66,0,1,SMB,204692,121.0,166,0.0,100.0,11468.99,True,Critical,Small,97.0,0.082,4.09,50.0,64.14,7356.21,16257.22,0.5042649242289614,50.43,5783.409373332716,91-180 Days,True,High,80,2.476012061497881,10410.13687199889,3.183444079068704,High,Priority human follow-up,5685.5806266672835
CUST1974,INV000742,223578.14,2026-08-19,2026-09-18,2026-09-28,Paid,0,7,1,13,1,7,80,0,1,Mid-Market,2648133,10.0,15,0.1428571428571428,85.71,0.0,False,Current,Large,83.06,0.08,52.96,8.29,72.27,161579.92,161579.92,0.970536957651913,97.05,216990.84779307348,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,6587.292206926533
CUST0190,INV000743,39474.29,2026-06-06,2026-08-05,,Overdue,29,11,3,17,0,4,86,0,0,SMB,2581086,29.0,89,0.2727272727272727,72.73,39474.29,True,Mild,Small,76.17,0.044,51.62,20.27,61.51,24280.64,31322.03,0.34601385768944565,34.6,13658.651362451908,1-30 Days,True,Medium,20,5.847586317019963,16390.38163494229,5.012216843159968,Low,Send payment reminder,25815.638637548094
CUST0800,INV000744,43308.48,2025-01-29,2025-02-28,,Overdue,552,25,6,12,3,2,88,1,0,Enterprise,342575,552.0,582,0.24,76.0,43308.48,True,Critical,Small,74.8,0.022,6.85,69.2,45.42,19670.71,128253.03,0.06883565282157073,6.88,2981.1674935099395,180+ Days,True,Critical,100,1.2763071390573975,5962.334987019879,1.8232959129391397,Critical,Escalate to human recovery team,40327.31250649007
CUST0936,INV000745,71174.81,2025-10-31,2025-11-30,2025-12-10,Paid,0,15,5,12,0,2,42,0,1,SMB,2757184,10.0,307,0.3333333333333333,66.67,0.0,False,Current,Medium,76.14,0.044,55.14,10.0,62.38,44398.85,44398.85,0.9998477646083128,99.98,71163.97467492138,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,10.835325078616734
CUST1933,INV000746,22405.66,2026-04-10,2026-05-10,,Overdue,116,7,0,3,2,7,80,0,0,Mid-Market,2067337,116.0,146,0.0,100.0,22405.66,True,Critical,Small,94.2,0.08,41.35,56.33,61.88,13864.62,29947.58,0.26101953948036566,26.1,5848.315054953649,91-180 Days,True,Critical,80,2.5037996933563815,10526.96709891657,3.219171034315348,Critical,Escalate to human recovery team,16557.344945046352
CUST0251,INV000747,48858.53,2026-05-17,2026-06-16,,Overdue,79,27,6,19,2,1,20,0,0,SMB,991768,79.0,109,0.2222222222222222,77.78,48858.53,True,Severe,Small,73.49,0.045,19.84,47.58,54.25,26505.75,47445.29,0.4559550895869713,45.6,22277.295423237723,61-90 Days,True,High,60,9.537428289241541,35643.67267718036,10.899918044847476,High,Send urgent payment reminder,26581.234576762276
CUST1748,INV000748,45164.29,2026-03-22,2026-04-21,2026-05-06,Paid,0,5,0,14,2,2,77,1,1,SMB,2716981,15.0,165,0.0,100.0,0.0,False,Current,Small,87.6,0.025,54.34,8.0,77.7,35092.65,35092.65,0.9989531823881057,99.9,45117.0112257993,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,47.278774200698535
CUST0291,INV000749,37761.35,2026-05-05,2026-06-04,2026-06-10,Paid,0,17,3,12,0,7,46,0,1,SMB,4704548,6.0,121,0.1764705882352941,82.35,0.0,False,Current,Small,83.98,0.13,94.09,5.29,72.81,27494.04,27494.04,0.9967645113359217,99.68,37639.1735801347,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,122.17641986529634
CUST1669,INV000750,15962.35,2026-03-04,2026-03-19,2026-03-19,Paid,0,5,2,0,2,3,63,0,1,SMB,2170711,0.0,183,0.4,60.0,0.0,False,Current,Small,76.0,0.045,43.41,20.0,55.9,8922.95,8922.95,0.9933977014271642,99.34,15856.961799375895,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,105.3882006241056
CUST1225,INV000751,26161.89,2026-07-13,2026-09-11,,Overdue,0,1,0,18,1,0,17,0,1,SMB,902050,0.0,52,0.0,100.0,26161.89,False,Current,Small,87.2,0.0,18.04,4.0,78.6,20563.25,20563.25,0.9650459253277908,96.5,25247.425343373874,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,914.4646566261254
CUST1821,INV000752,12229.89,2025-12-25,2026-01-09,2026-02-01,Paid,0,22,3,18,1,6,21,1,1,SMB,3731890,23.0,252,0.1363636363636363,86.36,0.0,False,Current,Small,80.38,0.214,74.64,8.09,75.31,9210.33,9210.33,0.9993705908289242,99.94,12222.19239507275,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,7.6976049272489036
CUST0326,INV000753,22310.54,2025-04-01,2025-05-16,,Overdue,475,29,7,0,4,6,20,0,0,Mid-Market,1796688,475.0,520,0.2413793103448276,75.86,22310.54,True,Critical,Small,79.93,0.222,35.93,73.24,47.94,10695.67,61500.1,0.05162281220116341,5.16,1151.7328165265444,180+ Days,True,Critical,100,0.49308360540615537,2303.465633053089,0.7044051505802221,Critical,Escalate to human recovery team,21158.80718347346
CUST1535,INV000754,6846.61,2025-02-22,2025-03-24,,Overdue,528,24,8,18,1,2,50,0,0,SMB,4186725,528.0,558,0.3333333333333333,66.67,6846.61,True,Critical,Small,70.54,0.038,83.73,64.0,43.36,2968.69,18643.37,0.02887275868117139,2.89,197.68051831409483,180+ Days,True,Critical,100,0.08463162748356483,395.36103662818965,0.12090232497652117,Critical,Escalate to human recovery team,6648.929481685905
CUST1433,INV000755,9990.36,2026-08-12,2026-09-11,,Overdue,0,7,2,10,1,3,87,0,1,SMB,3140930,0.0,22,0.2857142857142857,71.43,9990.36,False,Current,Small,77.72,0.033,62.82,12.57,63.4,6333.89,6333.89,0.8847449377348346,88.47,8838.920436148583,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,1151.439563851418
CUST1631,INV000756,16608.8,2025-07-23,2025-08-22,2025-08-22,Paid,0,17,6,0,2,2,16,0,1,Mid-Market,1035257,0.0,407,0.3529411764705882,64.71,0.0,False,Current,Small,78.35,0.105,20.71,18.59,59.71,9917.11,9917.11,0.9939480295872136,99.39,16508.28403380811,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,100.51596619188786
CUST1814,INV000757,8572.33,2026-07-10,2026-08-09,2026-08-09,Paid,0,8,0,2,0,0,87,0,1,SMB,1948917,0.0,55,0.0,100.0,0.0,False,Current,Small,98.8,0.0,38.98,0.0,80.0,6857.86,6857.86,0.970691458390488,97.07,8321.087509504532,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,251.2424904954678
